ID,tipoplan,canalpago,consumomes,Estrato,Sexo,Edad,EstadoCivil,Educacion,Recomienda,rango_antiguedad,servicio_adicional,gigas_cons
1799,Empresarial Ejecutivo,presencial,102820,1-2,Femenino,Entre  26 y 45,Casado/a,Profesional,Recomienda,<= 71,1,2.33315629241821
868,Postpago cuenta control,presencial,63063.3333333333,3-4,Femenino,Menor a 25,Soltero/a,Bachillerato o inferior,Recomienda,250+,4,2.33447349729482
2036,Empresarial Ejecutivo,online,418046.666666667,1-2,Femenino,Entre  26 y 45,Soltero/a,Posgrado,Recomienda,250+,4,2.33516141154219
970,Postpago cuenta control,presencial,78111.1111111111,1-2,Masculino,Mayor a 45,Soltero/a,Bachillerato o inferior,Recomienda,<= 71,3,2.33530411624543
621,Postpago cuenta control,presencial,160800,1-2,Femenino,Entre  26 y 45,Soltero/a,Posgrado,Recomienda,72 - 158,1,2.3372549344711
1048,Empresarial Ejecutivo,presencial,269640,1-2,Femenino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,No recomienda,<= 71,1,2.33732261347853
1852,Postpago cuenta control,presencial,163753.333333333,1-2,Femenino,Menor a 25,Soltero/a,Técnico,Neutro,250+,4,2.3388574220517
484,Postpago cuenta control,online,79354.1379310345,1-2,Masculino,Entre  26 y 45,Casado/a,Bachillerato o inferior,Neutro,250+,4,2.34031740334926
1623,Empresarial bajo costo,online,1179800,3-4,Masculino,Entre  26 y 45,Casado/a,Bachillerato o inferior,Recomienda,159 - 249,1,2.34065794051212
1030,Prepago,online,117525,3-4,Femenino,Mayor a 45,Divorciado/a,Tecnólogo,Neutro,250+,4,2.34078073982035
632,Empresarial Ejecutivo,presencial,159200,3-4,Masculino,Entre  26 y 45,Soltero/a,Profesional,Neutro,<= 71,1,2.3410392761729
450,Postpago cuenta control,presencial,167322.5,3-4,Femenino,Entre  26 y 45,Divorciado/a,Bachillerato o inferior,Recomienda,72 - 158,3,2.34120458368883
1978,Postpago cuenta control,online,70490,1-2,Masculino,Mayor a 45,Soltero/a,Bachillerato o inferior,Recomienda,<= 71,1,2.34126576451479
426,Prepago,online,183000,3-4,Masculino,Menor a 25,Soltero/a,Bachillerato o inferior,Recomienda,72 - 158,1,2.34140345472357
850,Empresarial Ejecutivo,online,295995,1-2,Femenino,Menor a 25,Casado/a,Posgrado,Recomienda,159 - 249,4,2.34423877936913
442,Postpago cuenta control,presencial,144540,3-4,Femenino,Menor a 25,Soltero/a,Bachillerato o inferior,Neutro,72 - 158,3,2.34916823538567
175,Empresarial bajo costo,online,1986025,3-4,Masculino,Entre  26 y 45,Casado/a,Profesional,Recomienda,72 - 158,3,2.34966408056297
258,Prepago,presencial,178575,1-2,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Recomienda,159 - 249,3,2.34978131562963
1700,Empresarial Ejecutivo,online,515400,3-4,Femenino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Recomienda,72 - 158,1,2.35058686044036
967,Empresarial Ejecutivo,presencial,176400,1-2,Masculino,Mayor a 45,Soltero/a,Bachillerato o inferior,Recomienda,<= 71,1,2.35128256480604
800,Prepago,online,81100,3-4,Masculino,Entre  26 y 45,Casado/a,Bachillerato o inferior,Recomienda,<= 71,1,2.35142815996032
379,Empresarial Ejecutivo,presencial,151762.5,1-2,Femenino,Menor a 25,Casado/a,Bachillerato o inferior,Recomienda,72 - 158,3,2.35227045854347
233,Empresarial Ejecutivo,presencial,219040,3-4,Masculino,Menor a 25,Casado/a,Bachillerato o inferior,Neutro,<= 71,1,2.35527451714271
1973,Postpago cuenta control,presencial,100500,3-4,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Neutro,72 - 158,1,2.35580456984104
1331,Prepago,online,203470,1-2,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Recomienda,<= 71,1,2.3591054617094
794,Prepago,presencial,105033.333333333,1-2,Masculino,Menor a 25,Casado/a,Bachillerato o inferior,Recomienda,159 - 249,3,2.3596484646037
495,Postpago cuenta control,online,48700,1-2,Masculino,Entre  26 y 45,Separado/a,Posgrado,Neutro,<= 71,1,2.36090252153143
404,Empresarial Ejecutivo,online,275120,1-2,Femenino,Menor a 25,Soltero/a,Profesional,No recomienda,250+,1,2.36146556853994
1134,Empresarial Ejecutivo,online,363295,0,Masculino,Entre  26 y 45,Casado/a,Profesional,Neutro,250+,4,2.36195899943343
1735,Empresarial bajo costo,online,1355200,1-2,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Neutro,159 - 249,4,2.36441295910332
1996,Prepago,presencial,30995,3-4,Femenino,Menor a 25,Casado/a,Bachillerato o inferior,Neutro,159 - 249,2,2.36442147940693
1343,Postpago cuenta control,presencial,74495.7317073171,1-2,Femenino,Mayor a 45,Soltero/a,Tecnólogo,Neutro,72 - 158,3,2.36548407036589
930,Empresarial Ejecutivo,presencial,172500,3-4,Femenino,Entre  26 y 45,Separado/a,Profesional,Recomienda,159 - 249,3,2.36616552978726
1307,Empresarial Ejecutivo,presencial,291800,3-4,Masculino,Menor a 25,Separado/a,Bachillerato o inferior,Recomienda,72 - 158,1,2.36723672773191
971,Postpago abierto,presencial,1535469.23076923,1-2,Masculino,Mayor a 45,Soltero/a,Bachillerato o inferior,Recomienda,<= 71,3,2.36772615767885
1266,Postpago cuenta control,online,34610,1-2,Masculino,Mayor a 45,Soltero/a,Bachillerato o inferior,Recomienda,<= 71,1,2.36775648005238
501,Prepago,presencial,29250,1-2,Masculino,Menor a 25,Soltero/a,Bachillerato o inferior,Neutro,72 - 158,1,2.36838983131446
610,Postpago cuenta control,presencial,57560,1-2,Femenino,Mayor a 45,Soltero/a,Tecnólogo,Neutro,250+,1,2.36865474430126
40,Empresarial Ejecutivo,presencial,156340,3-4,Femenino,Menor a 25,Soltero/a,Posgrado,Neutro,<= 71,2,2.37127059961077
945,Postpago abierto,online,1210750,0,Masculino,Entre  26 y 45,Casado/a,Bachillerato o inferior,Neutro,<= 71,3,2.37281891817558
2016,Postpago cuenta control,presencial,173183.333333333,3-4,Femenino,Menor a 25,Separado/a,Bachillerato o inferior,No recomienda,<= 71,3,2.37357511988685
1707,Prepago,online,146761.666666667,1-2,Femenino,Entre  26 y 45,Casado/a,Bachillerato o inferior,Recomienda,250+,4,2.37398417790843
898,Empresarial Ejecutivo,presencial,82580,3-4,Femenino,Menor a 25,Soltero/a,Tecnólogo,No recomienda,250+,1,2.37572719636927
434,Empresarial Ejecutivo,online,616000,1-2,Masculino,Entre  26 y 45,Soltero/a,Profesional,Recomienda,159 - 249,1,2.37645917080893
1029,Empresarial Ejecutivo,presencial,77690,1-2,Femenino,Menor a 25,Casado/a,Posgrado,Neutro,<= 71,3,2.37779410146952
1733,Empresarial Ejecutivo,presencial,360880,3-4,Masculino,Menor a 25,Soltero/a,Bachillerato o inferior,Recomienda,250+,4,2.37809895369849
451,Empresarial Ejecutivo,online,98480,1-2,Femenino,Menor a 25,Casado/a,Bachillerato o inferior,Recomienda,250+,4,2.37827857695264
82,Prepago,presencial,36515,3-4,Masculino,Entre  26 y 45,Soltero/a,Técnico,No recomienda,<= 71,1,2.38035243865751
845,Postpago cuenta control,online,152200,1-2,Femenino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Neutro,72 - 158,1,2.38036448144544
1844,Empresarial Ejecutivo,online,150640,3-4,Masculino,Menor a 25,Casado/a,Profesional,Neutro,159 - 249,4,2.38274899339077
392,Postpago cuenta control,presencial,91445,1-2,Femenino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Recomienda,250+,3,2.38304167112674
1863,Empresarial Ejecutivo,presencial,131281.818181818,1-2,Femenino,Entre  26 y 45,Soltero/a,Profesional,Recomienda,159 - 249,4,2.38529875025892
687,Empresarial Ejecutivo,presencial,91584,3-4,Femenino,Menor a 25,Soltero/a,Profesional,No recomienda,159 - 249,3,2.38598733131147
758,Prepago,presencial,127780,3-4,Masculino,Menor a 25,Soltero/a,Bachillerato o inferior,Neutro,<= 71,2,2.38693108140645
519,Prepago,online,68514.1666666667,1-2,Femenino,Mayor a 45,Divorciado/a,Tecnólogo,Neutro,250+,4,2.38815040031965
1172,Empresarial Ejecutivo,online,179112,3-4,Masculino,Entre  26 y 45,Casado/a,Técnico,Recomienda,72 - 158,3,2.38902143527828
1575,Empresarial bajo costo,presencial,2252048.14814815,3-4,Femenino,Menor a 25,Casado/a,Profesional,Recomienda,250+,4,2.39020416072001
1024,Empresarial Ejecutivo,presencial,87829.0909090909,1-2,Femenino,Entre  26 y 45,Separado/a,Tecnólogo,Neutro,159 - 249,4,2.39030439890199
1358,Empresarial Ejecutivo,online,102296.666666667,3-4,Femenino,Menor a 25,Soltero/a,Posgrado,Neutro,72 - 158,3,2.39037225462304
939,Empresarial Ejecutivo,online,235500,3-4,Femenino,Menor a 25,Soltero/a,Profesional,Recomienda,159 - 249,3,2.39058716437528
979,Empresarial Ejecutivo,online,97219.2857142857,3-4,Masculino,Menor a 25,Soltero/a,Bachillerato o inferior,Recomienda,250+,4,2.39087667561033
1926,Empresarial Ejecutivo,presencial,112865,1-2,Femenino,Menor a 25,Soltero/a,Bachillerato o inferior,Recomienda,72 - 158,3,2.39111647521569
1710,Empresarial Ejecutivo,presencial,88160,0,Femenino,Menor a 25,Soltero/a,Profesional,Neutro,<= 71,3,2.39201408951951
1036,Postpago cuenta control,presencial,68880,3-4,Femenino,Menor a 25,Soltero/a,Bachillerato o inferior,No recomienda,<= 71,1,2.39245759231845
1937,Empresarial Ejecutivo,presencial,269400,3-4,Femenino,Menor a 25,Casado/a,Profesional,Recomienda,72 - 158,1,2.39440249251462
1346,Postpago cuenta control,online,68110,3-4,Femenino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Neutro,159 - 249,1,2.39513700251325
333,Empresarial Ejecutivo,presencial,365292.307692308,3-4,Femenino,Menor a 25,Soltero/a,Bachillerato o inferior,Neutro,159 - 249,4,2.39585211804743
838,Postpago cuenta control,online,245504,1-2,Femenino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Neutro,72 - 158,3,2.3966402638067
130,Empresarial Ejecutivo,online,374200,1-2,Femenino,Entre  26 y 45,Soltero/a,Profesional,Recomienda,72 - 158,2,2.39684310744018
1247,Postpago cuenta control,presencial,113330,1-2,Masculino,Mayor a 45,Divorciado/a,Bachillerato o inferior,Recomienda,<= 71,1,2.39907715288289
1238,Empresarial Ejecutivo,presencial,102780,0,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Recomienda,159 - 249,1,2.40074840640406
1995,Prepago,presencial,82425,1-2,Femenino,Menor a 25,Soltero/a,Bachillerato o inferior,Neutro,250+,4,2.40208204511337
1411,Postpago cuenta control,online,46314.8148148148,3-4,Femenino,Menor a 25,Soltero/a,Bachillerato o inferior,Recomienda,159 - 249,3,2.40302936938573
1311,Prepago,presencial,73210.9090909091,1-2,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Recomienda,250+,4,2.40443218243322
1183,Prepago,online,150400,3-4,Femenino,Menor a 25,Soltero/a,Profesional,Recomienda,72 - 158,3,2.40530285729454
1884,Empresarial Ejecutivo,presencial,49790,3-4,Femenino,Menor a 25,Soltero/a,Profesional,Recomienda,250+,3,2.40639208775989
481,Prepago,online,70319.3333333333,1-2,Masculino,Entre  26 y 45,Casado/a,Bachillerato o inferior,Neutro,250+,4,2.4074414139721
1834,Empresarial Ejecutivo,presencial,202600,1-2,Femenino,Mayor a 45,Soltero/a,Tecnólogo,Neutro,72 - 158,1,2.40791247468956
225,Empresarial Ejecutivo,online,113200,1-2,Masculino,Entre  26 y 45,Casado/a,Bachillerato o inferior,Neutro,72 - 158,1,2.40857409117071
1674,Empresarial Ejecutivo,online,252000,3-4,Femenino,Entre  26 y 45,Casado/a,Técnico,Neutro,72 - 158,1,2.40922399326396
1825,Empresarial Ejecutivo,online,68600,0,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Recomienda,<= 71,1,2.40932697048276
619,Empresarial Ejecutivo,online,191600,0,Femenino,Menor a 25,Soltero/a,Bachillerato o inferior,No recomienda,159 - 249,1,2.40987399371192
1320,Empresarial Ejecutivo,online,352181.904761905,3-4,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Recomienda,250+,4,2.41178582125343
1144,Empresarial Ejecutivo,presencial,202850,1-2,Femenino,Entre  26 y 45,Soltero/a,Profesional,No recomienda,159 - 249,3,2.41267638573104
1981,Empresarial Ejecutivo,presencial,27560,3-4,Masculino,Menor a 25,Soltero/a,Bachillerato o inferior,Recomienda,250+,1,2.41288822308452
1399,Postpago cuenta control,presencial,157460,3-4,Femenino,Mayor a 45,Soltero/a,Tecnólogo,Recomienda,72 - 158,4,2.41329986021341
1991,Empresarial Ejecutivo,presencial,74540,1-2,Masculino,Entre  26 y 45,Soltero/a,Profesional,Recomienda,<= 71,3,2.41485728553354
707,Postpago cuenta control,presencial,92282.1428571429,5-6,Femenino,Entre  26 y 45,Casado/a,Posgrado,Recomienda,250+,4,2.41486125978537
734,Empresarial Ejecutivo,presencial,321540,3-4,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Neutro,<= 71,1,2.41562944094776
897,Empresarial Ejecutivo,online,471880,3-4,Femenino,Menor a 25,Soltero/a,Tecnólogo,No recomienda,250+,1,2.41715724032233
1477,Empresarial Ejecutivo,presencial,227716,1-2,Femenino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Recomienda,<= 71,3,2.41729893406053
1180,Prepago,presencial,58270,0,Femenino,Entre  26 y 45,Soltero/a,Profesional,Recomienda,250+,2,2.4187284766171
1495,Postpago cuenta control,online,129580,1-2,Femenino,Menor a 25,Soltero/a,Bachillerato o inferior,Recomienda,250+,1,2.41891474472214
479,Postpago cuenta control,online,98693.0718954248,0,Masculino,Entre  26 y 45,Casado/a,Posgrado,Recomienda,250+,4,2.41974502690627
1267,Postpago abierto,online,1126500,1-2,Masculino,Mayor a 45,Soltero/a,Bachillerato o inferior,Recomienda,<= 71,1,2.42241831238592
717,Empresarial Ejecutivo,presencial,246933.333333333,3-4,Masculino,Menor a 25,Casado/a,Técnico,Recomienda,159 - 249,3,2.42312530102086
1126,Prepago,presencial,103866.666666667,1-2,Femenino,Menor a 25,Casado/a,Profesional,No recomienda,72 - 158,3,2.42374074013904
1964,Prepago,online,140445,3-4,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,No recomienda,250+,4,2.42410833689297
874,Empresarial Ejecutivo,online,157336,1-2,Femenino,Entre  26 y 45,Casado/a,Bachillerato o inferior,Recomienda,<= 71,3,2.42473104270196
1181,Empresarial Ejecutivo,presencial,100333.333333333,3-4,Femenino,Entre  26 y 45,Casado/a,Técnico,Recomienda,159 - 249,3,2.42864434186257
1965,Prepago,presencial,93785,3-4,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,No recomienda,159 - 249,4,2.42966095885246
470,Postpago cuenta control,online,95220,1-2,Femenino,Menor a 25,Casado/a,Profesional,Neutro,159 - 249,3,2.43175144105103
1692,Prepago,online,106175.652173913,3-4,Femenino,Entre  26 y 45,Casado/a,Bachillerato o inferior,Recomienda,<= 71,3,2.43178724601735
1875,Empresarial Ejecutivo,online,229600,1-2,Femenino,Entre  26 y 45,Soltero/a,Profesional,Neutro,72 - 158,3,2.43363874457486
1164,Empresarial Ejecutivo,online,243930,0,Masculino,Menor a 25,Soltero/a,Profesional,No recomienda,250+,4,2.43429774175342
1138,Prepago,presencial,71520,3-4,Femenino,Entre  26 y 45,Casado/a,Profesional,Recomienda,<= 71,1,2.43512606053182
1044,Prepago,online,90400,0,Femenino,Menor a 25,Casado/a,Bachillerato o inferior,Neutro,<= 71,1,2.43538869465642
906,Empresarial Ejecutivo,online,448000,3-4,Femenino,Entre  26 y 45,Soltero/a,Profesional,Neutro,159 - 249,1,2.43561400845929
464,Prepago,presencial,38746.6666666667,3-4,Femenino,Entre  26 y 45,Casado/a,Profesional,Neutro,<= 71,3,2.43578693850451
65,Prepago,online,95125,1-2,Masculino,Menor a 25,Casado/a,Profesional,Neutro,159 - 249,4,2.43587680428984
1268,Postpago abierto,presencial,739500,1-2,Masculino,Mayor a 45,Soltero/a,Bachillerato o inferior,Recomienda,<= 71,1,2.43627642513263
490,Postpago cuenta control,online,169322.5,3-4,Masculino,Entre  26 y 45,Casado/a,Profesional,Recomienda,159 - 249,2,2.44080060902204
1882,Postpago cuenta control,presencial,54610,0,Femenino,Menor a 25,Casado/a,Posgrado,Recomienda,250+,1,2.44117715284876
118,Empresarial Ejecutivo,presencial,182947.5,1-2,Masculino,Menor a 25,Soltero/a,Profesional,Recomienda,159 - 249,4,2.44119661269863
567,Postpago cuenta control,presencial,43333.3333333333,3-4,Masculino,Menor a 25,Casado/a,Bachillerato o inferior,Neutro,72 - 158,3,2.44146380086038
1068,Postpago cuenta control,presencial,25880,0,Femenino,Mayor a 45,Soltero/a,Tecnólogo,Recomienda,<= 71,1,2.44248837302401
1847,Postpago cuenta control,online,99560,3-4,Femenino,Entre  26 y 45,Casado/a,Profesional,No recomienda,<= 71,1,2.44338495888838
1413,Prepago,online,216040,3-4,Femenino,Entre  26 y 45,Divorciado/a,Bachillerato o inferior,Neutro,159 - 249,3,2.44362032837492
1429,Prepago,online,95400,1-2,Femenino,Entre  26 y 45,Divorciado/a,Bachillerato o inferior,Recomienda,159 - 249,2,2.44469844792073
323,Empresarial Ejecutivo,presencial,220600,1-2,Femenino,Entre  26 y 45,Casado/a,Bachillerato o inferior,Neutro,72 - 158,3,2.44477577915905
1673,Postpago cuenta control,presencial,54000,3-4,Femenino,Entre  26 y 45,Casado/a,Técnico,Neutro,72 - 158,1,2.44715686758592
1659,Empresarial Ejecutivo,presencial,43600,1-2,Masculino,Entre  26 y 45,Casado/a,Bachillerato o inferior,Recomienda,159 - 249,1,2.44809654449206
96,Empresarial Ejecutivo,online,240333.333333333,3-4,Masculino,Menor a 25,Casado/a,Profesional,Neutro,159 - 249,3,2.44875896115097
669,Postpago cuenta control,online,152281.111111111,1-2,Masculino,Menor a 25,Soltero/a,Profesional,No recomienda,250+,4,2.45015760989287
1436,Empresarial Ejecutivo,online,247533.333333333,3-4,Femenino,Entre  26 y 45,Casado/a,Bachillerato o inferior,Neutro,159 - 249,2,2.45110141336285
33,Empresarial Ejecutivo,presencial,121220,1-2,Femenino,Entre  26 y 45,Divorciado/a,Bachillerato o inferior,Recomienda,159 - 249,3,2.45194098602746
1900,Postpago cuenta control,presencial,20800,3-4,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Recomienda,72 - 158,1,2.45381057380129
1221,Empresarial Ejecutivo,online,83200,1-2,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,No recomienda,<= 71,1,2.45387545047573
1459,Prepago,presencial,44500,1-2,Femenino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Neutro,159 - 249,1,2.4538772942456
39,Empresarial Ejecutivo,presencial,138466.666666667,1-2,Femenino,Menor a 25,Soltero/a,Profesional,Neutro,<= 71,2,2.45408274679441
1328,Prepago,presencial,70520.3571428571,5-6,Masculino,Menor a 25,Soltero/a,Bachillerato o inferior,Recomienda,250+,4,2.45562415191818
12,Empresarial Ejecutivo,online,213862.5,5-6,Masculino,Menor a 25,Separado/a,Técnico,Recomienda,72 - 158,3,2.45596587101942
1404,Empresarial Ejecutivo,presencial,211344.761904762,5-6,Femenino,Menor a 25,Soltero/a,Bachillerato o inferior,Recomienda,250+,4,2.45648364753502
2043,Postpago cuenta control,online,97780,3-4,Masculino,Entre  26 y 45,Separado/a,Técnico,Recomienda,250+,1,2.45655972681362
721,Empresarial Ejecutivo,online,363200,1-2,Femenino,Menor a 25,Soltero/a,Profesional,No recomienda,72 - 158,1,2.45788142774534
1007,Postpago cuenta control,presencial,128400,1-2,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Neutro,72 - 158,1,2.45790191582744
1811,Postpago cuenta control,online,44323.3333333333,3-4,Masculino,Menor a 25,Casado/a,Bachillerato o inferior,Neutro,72 - 158,4,2.45794746137424
170,Empresarial Ejecutivo,presencial,190200,5-6,Femenino,Menor a 25,Soltero/a,Profesional,Recomienda,159 - 249,3,2.45855573715886
83,Postpago cuenta control,presencial,72380,3-4,Masculino,Entre  26 y 45,Soltero/a,Técnico,No recomienda,<= 71,1,2.45906834080906
317,Postpago cuenta control,presencial,77513.8461538462,1-2,Femenino,Entre  26 y 45,Divorciado/a,Posgrado,Neutro,<= 71,3,2.46175919534042
653,Empresarial Ejecutivo,presencial,64800,3-4,Femenino,Entre  26 y 45,Casado/a,Profesional,No recomienda,159 - 249,1,2.46266367470922
1518,Postpago cuenta control,online,219125,0,Femenino,Menor a 25,Soltero/a,Profesional,Recomienda,<= 71,3,2.46319524440162
245,Prepago,presencial,199690,1-2,Masculino,Entre  26 y 45,Casado/a,Posgrado,Recomienda,250+,1,2.46417552713216
59,Postpago cuenta control,online,182700,1-2,Masculino,Menor a 25,Casado/a,Profesional,Recomienda,72 - 158,1,2.46424575258107
1373,Postpago cuenta control,online,42500,3-4,Femenino,Entre  26 y 45,Divorciado/a,Profesional,No recomienda,72 - 158,3,2.46442142824923
6,Empresarial Ejecutivo,online,104640,3-4,Masculino,Menor a 25,Casado/a,Profesional,Recomienda,250+,4,2.46595937924249
1580,Prepago,presencial,34200,3-4,Masculino,Menor a 25,Divorciado/a,Profesional,Recomienda,72 - 158,1,2.4671739020195
1699,Postpago cuenta control,presencial,97700,3-4,Femenino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Recomienda,72 - 158,1,2.46758685926902
112,Empresarial bajo costo,online,538000,3-4,Masculino,Menor a 25,Separado/a,Profesional,Recomienda,159 - 249,2,2.46850731811869
423,Empresarial Ejecutivo,online,307340,1-2,Masculino,Menor a 25,Casado/a,Bachillerato o inferior,Neutro,<= 71,1,2.47008191681749
532,Postpago cuenta control,online,56700,1-2,Masculino,Menor a 25,Soltero/a,Profesional,Neutro,250+,1,2.47233094572741
805,Empresarial Ejecutivo,presencial,74390,3-4,Masculino,Menor a 25,Soltero/a,Bachillerato o inferior,Recomienda,250+,4,2.47276025676876
1749,Empresarial bajo costo,online,598200,1-2,Femenino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,No recomienda,159 - 249,1,2.47315899006109
1528,Empresarial Ejecutivo,online,293813.333333333,3-4,Femenino,Menor a 25,Soltero/a,Posgrado,Neutro,72 - 158,3,2.47470543201883
1377,Postpago cuenta control,online,274680,1-2,Femenino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Neutro,72 - 158,3,2.47718405408152
1100,Postpago cuenta control,online,164283.333333333,1-2,Femenino,Menor a 25,Casado/a,Profesional,Neutro,<= 71,3,2.47884896613905
1031,Prepago,presencial,99915,3-4,Femenino,Mayor a 45,Divorciado/a,Tecnólogo,Neutro,250+,4,2.47954211657421
406,Postpago cuenta control,online,145700,1-2,Femenino,Menor a 25,Soltero/a,Profesional,Neutro,72 - 158,1,2.47982882960461
1212,Postpago cuenta control,online,112492.5,1-2,Masculino,Menor a 25,Soltero/a,Bachillerato o inferior,Neutro,250+,4,2.4800163813522
1409,Empresarial Ejecutivo,presencial,135203.47826087,3-4,Femenino,Menor a 25,Soltero/a,Posgrado,Recomienda,250+,4,2.48012418131797
428,Empresarial Ejecutivo,online,209600,1-2,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Recomienda,72 - 158,1,2.48237845978468
881,Postpago cuenta control,presencial,30570,1-2,Femenino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Recomienda,159 - 249,1,2.48402459749244
1093,Empresarial Ejecutivo,online,86745.3521126761,0,Femenino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Recomienda,250+,4,2.48646039131233
465,Postpago cuenta control,online,47010,3-4,Femenino,Entre  26 y 45,Casado/a,Profesional,Neutro,159 - 249,1,2.48721407743157
1231,Empresarial Ejecutivo,presencial,179051.111111111,3-4,Masculino,Menor a 25,Casado/a,Bachillerato o inferior,No recomienda,159 - 249,4,2.48822944412927
1606,Postpago cuenta control,presencial,26020,1-2,Femenino,Menor a 25,Soltero/a,Técnico,Recomienda,<= 71,1,2.48834783319687
288,Postpago cuenta control,presencial,18300,3-4,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Recomienda,72 - 158,1,2.48933745893507
1094,Empresarial Ejecutivo,presencial,74863.9516129032,0,Femenino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Recomienda,250+,4,2.49006756006514
549,Empresarial Ejecutivo,online,150124.528301887,3-4,Masculino,Menor a 25,Soltero/a,Profesional,Recomienda,250+,4,2.49020713689479
783,Empresarial Ejecutivo,online,287297.142857143,3-4,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Recomienda,250+,4,2.49083387792556
1248,Postpago abierto,online,403800,1-2,Masculino,Mayor a 45,Divorciado/a,Bachillerato o inferior,Recomienda,<= 71,1,2.49268234984996
432,Postpago cuenta control,online,114914,1-2,Masculino,Menor a 25,Casado/a,Bachillerato o inferior,Neutro,159 - 249,4,2.49877993293668
1075,Empresarial Ejecutivo,online,217988.571428571,3-4,Femenino,Mayor a 45,Casado/a,Bachillerato o inferior,Recomienda,159 - 249,4,2.49977314449602
840,Postpago cuenta control,presencial,48300,1-2,Femenino,Entre  26 y 45,Divorciado/a,Técnico,Neutro,72 - 158,1,2.50167524144773
764,Postpago cuenta control,online,153895,1-2,Masculino,Menor a 25,Casado/a,Bachillerato o inferior,No recomienda,250+,4,2.50313217534487
321,Postpago cuenta control,presencial,211200,1-2,Femenino,Menor a 25,Soltero/a,Posgrado,Neutro,<= 71,1,2.50446222154853
1859,Empresarial Ejecutivo,presencial,363025,1-2,Femenino,Entre  26 y 45,Casado/a,Profesional,Recomienda,72 - 158,4,2.50734183142918
685,Empresarial Ejecutivo,online,175590,5-6,Femenino,Menor a 25,Casado/a,Profesional,Recomienda,<= 71,1,2.50857938287866
888,Postpago cuenta control,online,91861.0344827586,1-2,Femenino,Entre  26 y 45,Divorciado/a,Bachillerato o inferior,Recomienda,250+,3,2.51104875948386
1968,Empresarial Ejecutivo,online,177595,3-4,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,No recomienda,250+,3,2.51178464815913
2015,Postpago cuenta control,online,212910,3-4,Femenino,Menor a 25,Separado/a,Bachillerato o inferior,No recomienda,<= 71,1,2.51394356788381
1442,Empresarial Ejecutivo,online,157620,1-2,Femenino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Recomienda,<= 71,1,2.51472167966601
254,Empresarial Ejecutivo,presencial,248240,1-2,Masculino,Entre  26 y 45,Casado/a,Bachillerato o inferior,Recomienda,<= 71,3,2.51543561990302
1753,Prepago,presencial,103100,3-4,Femenino,Entre  26 y 45,Casado/a,Profesional,Neutro,72 - 158,1,2.51651823051581
19,Empresarial Ejecutivo,online,334020,3-4,Masculino,Menor a 25,Soltero/a,Profesional,Recomienda,<= 71,1,2.51703928278078
1961,Postpago cuenta control,presencial,91400,5-6,Masculino,Mayor a 45,Casado/a,Bachillerato o inferior,Neutro,159 - 249,1,2.51785339455677
544,Postpago cuenta control,presencial,42110,0,Masculino,Menor a 25,Casado/a,Profesional,Recomienda,250+,1,2.51909521814293
165,Empresarial Ejecutivo,online,233620,1-2,Femenino,Menor a 25,Soltero/a,Técnico,Recomienda,<= 71,3,2.51993120218009
657,Empresarial bajo costo,online,3766000,1-2,Femenino,Menor a 25,Soltero/a,Técnico,Neutro,72 - 158,1,2.52039541964087
999,Postpago cuenta control,presencial,121600,3-4,Masculino,Entre  26 y 45,Divorciado/a,Técnico,Recomienda,72 - 158,3,2.52264205467313
